x1,x2,x3
542434.2979292067,332333.80402286496,-277829.5183298474
636141.2701282033,360514.1845207392,-287015.9530168713
733513.3866270063,430495.7514922876,-278688.94056276185
836584.8208727873,553568.5245501242,-284967.5803462993
955879.5079764413,713368.0295893891,-343036.04798255954
1107387.1110791566,870168.5284202284,-469989.1069356492
1304782.537704296,984234.9343584619,-644385.704738903
1551150.924544801,1047235.9827473263,-810517.5308497985
1836280.5589016066,1101048.446132718,-909825.0796897033
2143472.670771883,1225780.4043514433,-925152.2506609753
2464057.1967903385,1495714.265102946,-909191.7443207876
2811471.4116904107,1925347.0513270178,-970691.022930778
3224380.723919528,2442500.7592345984,-1214639.4822205913
3752990.4155428163,2917667.1119635995,-1665689.756341278
4433288.543163419,3246608.0773655646,-2226336.2143592937
5264560.655518562,3442577.823010842,-2712695.4724191213
6208232.173358628,3672811.3481334317,-2967237.6551885
7216268.6155904345,4193646.701688059,-2990282.5247558877
8278130.630706025,5198958.312883273,-2998679.6518832417
9457828.909711268,6666099.77319576,-3343779.45392395
10890552.011510665,8313565.534259101,-4302987.355972817
12728329.186416153,9739528.935441872,-5858180.694738953
15058716.56188298,10698797.798460912,-7621918.587351869
17848691.31588136,11358479.620377343,-9016043.204532538
20964685.14286026,12335242.757071031,-9654201.797180971
24280086.60771368,14414032.92866149,-9711751.26523901
27820293.07403677,18052084.897882808,-10003651.966586793
31850904.146224063,22966819.885712348,-11615282.894039812
36825667.1581017,28143561.419764694,-15212499.738955542
43187643.17763383,32398549.168599814,-20438516.34752144
51124488.88137684,35264419.11567809,-25876725.450013604
60446921.703382194,37647505.56211254,-29797052.56493285
70724458.63457505,41692661.05744114,-31392480.19583965
81666012.96479681,49693541.14204088,-31749378.52645728
93546815.52672336,62543667.75856477,-33741211.510462716
107382846.55343345,78731502.80671056,-40566907.60972847
124642913.44583508,94812906.47065715,-53572168.395667285
146563626.23716155,107505827.81023563,-70739705.61772084
173451019.8764245,116392374.98222281,-87199241.19490486
204491661.39170447,125422630.19636881,-98054829.60641739
238392240.38580966,141705100.3582598,-102200411.1605374
274657246.5896642,171585201.59681186,-104614940.86651517
314776900.9405044,216035238.93201888,-114924116.050872
362423115.14395475,268569283.1759524,-142059035.91197374
422191123.17790776,318089735.6143791,-187694354.77689174
497356018.84997565,356203440.86783516,-242954752.86467323
588006936.7551594,385062764.7132248,-291943805.3350543
691098672.4541919,420080845.803687,-321754660.19825786
803050048.8051502,483804707.25085115,-333680601.8558623
923835552.9715706,592579691.3705953,-347687614.3138145
1060057639.5982989,743558547.7641932,-394582552.8422211
1224413555.6714995,911878336.5140537,-497621616.64624673
1430800252.8233678,1063538105.3708715,-653757046.3522081
1687306459.533005,1179665810.7601967,-828398775.2441633
1991675896.8379753,1277944038.7350514,-972136876.5312794
2333526585.87009,1414336119.8425982,-1054334191.7551854
2704021642.9787,1657310229.7070239,-1094235019.1170416
3108382691.071158,2044654015.8749406,-1165629528.3404915
3572997685.402653,2549325647.7958407,-1362821789.1750505
4140168469.2230887,3082900343.8700414,-1740397264.6984677
4850453847.934163,3546714676.1007004,-2262989807.704517
5721819141.059344,3908666371.4682193,-2805899483.7860208
6740291160.307799,4257173497.22678,-3223182904.1486635
7873192222.463297,4784644225.498681,-3455134774.411652
9102946606.145445,5689443561.040679,-3608372123.051738
10463506694.731604,7042423800.902489,-3939862736.7627854
12053558675.520678,8705912014.260546,-4724902523.001973
14009408256.948757,10383364451.93315,-6068862905.50065
16444857908.030172,11806718063.27144,-7784436349.199049
19392516341.874744,12968289698.405476,-9448001775.757452
22791525702.26709,14239849592.098942,-10653271031.392334
26547259854.043186,16253086783.19901,-11339514014.78273
30643608150.387543,19551553524.799885,-11975182469.995378
35242980052.31491,24197920996.24637,-13412365911.8218
40696854808.19076,29615202614.381187,-16411209591.835619
47430810845.96745,34859502189.81542,-21079130402.57763
55749718316.40767,39266497665.28006,-26615030020.959854
65683836334.952805,43116335918.34108,-31651915054.241737
77006774913.85477,47829484280.88377,-35143638758.95994
89472402014.69362,55393047539.925446,-37318139920.03609
103170878262.61322,67190388899.19519,-40010722632.8855
118782498044.99706,82909578005.96126,-45923827481.955154
137510926477.58612,100373516330.05006,-57008390953.131714
160644143495.7243,116729908322.9165,-72881848743.93414
188952447626.05188,130573049309.84361,-90476528469.50407
222325264423.61584,143732935508.78168,-105594604446.36705
260006005465.00003,161293622118.13556,-115851661637.272
301460082341.673,189242783072.74643,-123283992367.59436
347452874895.52386,230720723836.36026,-134569986341.7632
400618678421.32135,283205267708.78906,-157909957905.89877
464943101755.6807,339053487481.95105,-197780234415.95203
544200739179.2769,390130554708.099,-250768308053.09674
640185408979.4014,434456865810.2,-305962700415.4013
752008064958.3206,480612440531.1018,-351139334547.6423
877372093849.9551,545888396475.91034,-382084069878.9825
1015571208737.6924,647498135563.57,-409168155826.55725
1170592393874.786,791106064381.1086,-455377805927.66284
1352094594968.7195,964356691169.6475,-544432542027.371
1572879829001.8848,1141932421524.513,-684558721048.3558
1843633817471.222,1302265235434.3713,-858584640483.5206
2168017681434.514,1447393648833.9783,-1029880437540.2451
2541972095416.473,1612279760450.3862,-1165046528865.827
2959260688296.6094,1853193327954.5972,-1262083870052.6875
3421324487265.795,2216906326491.591,-1364939704865.9287
3945682758414.776,2707333927150.476,-1549101111316.0586
4566296084904.847,3273731341298.5767,-1879370465343.2766
5323123571078.248,3836565104486.3633,-2362072944852.844
6245263218222.6045,4344511674090.1226,-2925538491990.013
7338346851784.1045,4830682456849.528,-3452952198660.4966
8587296516428.04,5426125226750.318,-3860714403864.001
9977861878665.174,6306506201535.826,-4179275260832.815
11527563773693.338,7589651818911.846,-4577217385930.993
13306595841228.938,9244189536745.895,-5291892486985.033
15430299532704.96,11081426619536.115,-6487318579681.911
18019956306648.406,12864740878429.113,-8121192531859.626
21151262305505.492,14494721090615.943,-9923462227870.816
24825615842038.523,16157992116695.809,-11540049567530.592
28994223924603.113,18317386193899.742,-12790228052488.293
33635865692033.777,21498581219911.973,-13884353701408.207
38849643900346.85,25965109682017.344,-15427073073506.312
44900196805281.77,31487652802853.086,-18132657055975.184
52167638795331.75,37412228315551.5,-22369205142830.266
61009840264462.92,43077723185656.45,-27815082900248.375
71612860529403.44,48390028123142.82,-33522118892699.58
83939900475690.34,54179261491590.56,-38475567404954.92
97853072087348.25,62003762004666.5,-42400992148579.83
113378889753155.86,73364769933560.33,-46301059491116.945
130972235443795.66,88723167378518.58,-52234079043714.06
151586929531093.3,106988330555866.67,-62248363885564.12
176441923921488.78,126021758206925.55,-76987120258354.7
206562862685733.53,144123994046986.22,-94896379687110.02
242373932053267.03,161731042596241.62,-112831122430339.11
283670643189590.75,182132906725782.62,-128079162313079.7
330132402084360.1,210359992027428.56,-140773290776779.6
382186470708106.94,250464126664241.88,-155029903764487.94
441712377546968.75,302694226664412.7,-177547146096359.7
512026606990648.7,362647785004268.56,-213866375716112.53
596939498843936.9,423704290379632.7,-264311029826886.9
699301484122030.2,482039980867422.56,-322531431170255.6
819979551473341.9,541368841374000.3,-378622257650318.44
958203167366074.6,613808372877209.5,-426031356235567.8
1113517640983344.9,714956810719619.5,-468395261574756.44
1288471085893336.8,854946509609761.2,-521203492493625.5
1490330080773704.5,1030830461680003.2,-605347202035926.1
1730281986002183.5,1226460432540693.0,-734674702564308.1
2019949417772206.0,1422496965134282.5,-904854705542435.4
2366998275105525.0,1612532310698220.0,-1092316997225961.9
2772904473172346.0,1815419860042365.0,-1267466647962391.2
3235375543746984.5,2073432262225740.2,-1417141492198987.0
3755307071797969.0,2432975333098751.5,-1562723951710987.2
4344756484200758.5,2916503013140649.5,-1759027099537936.5
5030508848428408.0,3503738171444691.5,-2068440415784994.8
5849310561924142.0,4139436461191794.0,-2521424317946892.0
6835777791565133.0,4770933735052527.0,-3088331237151788.0
8009819609459703.0,5397635913315131.0,-3687450660638901.0
9373107203678538.0,6099785054488431.0,-4235521356804722.0
1.0920616947992534e+16,7018402282839391.0,-4717421816524027.0
1.2664119197351692e+16,8285341569938089.0,-5229710461862913.0
1.465461184189281e+16,9939250787057464.0,-5957063760343019.0
1.6987225900073236e+16,1.188574724589915e+16,-7077014846205946.0
1.9779786024487908e+16,1.394671094359812e+16,-8640321829490672.0
2.3133006267275572e+16,1.5992274059468952e+16,-1.0508307218568674e+16
2.7096781499515536e+16,1.808541719456488e+16,-1.2413285498809856e+16
3.1670816115013584e+16,2.0536387140891976e+16,-1.4138636180966622e+16
3.685185957092916e+16,2.379713340131846e+16,-1.5724865813388974e+16
4.270940029683224e+16,2.8221984256863132e+16,-1.7557452492014648e+16
4.944464897386254e+16,3.3829361953155816e+16,-2.023229067471932e+16
5.738529103535631e+16,4.024377072241083e+16,-2.4225582983499136e+16
6.690080329735123e+16,4.6923058061751e+16,-2.954983073870045e+16
7.82776192848761e+16,5.359873164212174e+16,-3.564876236530493e+16
9.163690888536581e+16,6.0674561039543464e+16,-4.169064949218573e+16
1.0697414885801075e+17,6.927504157002098e+16,-4.717611696696904e+16
1.2433596813250232e+17,8.079357593902944e+16,-5.251448491917017e+16
1.4405335188646008e+17,9.611329825287301e+16,-5.913089497141424e+16
1.6688209730102342e+17,1.1497566606943363e+17,-6.887022798109668e+16
1.939216770151132e+17,1.3602116875715323e+17,-8.291001618367038e+16
2.263068487855964e+17,1.5770160199376285e+17,-1.0083172510013382e+17
2.64835071264542e+17,1.7968148086277818e+17,-1.2059921288060677e+17
3.097965785270905e+17,2.0385503517061114e+17,-1.3976800691308235e+17
3.612138509069091e+17,2.3410109533971366e+17,-1.574408613194951e+17
4.1946328799253555e+17,2.7454677939634154e+17,-1.757681145003211e+17
4.859604320120157e+17,3.2714700944676864e+17,-1.9973030029534835e+17
5.634391006519019e+17,3.9016801194336224e+17,-2.347998363938306e+17
6.555037369496136e+17,4.590219994718165e+17,-2.8352556095550067e+17
7.655724377919744e+17,5.296343261148878e+17,-3.43236624424556e+17
8.958257051853942e+17,6.027010889983091e+17,-4.069637066222708e+17
1.0469822005655355e+18,6.859867941076667e+17,-4.6798130569775776e+17
1.219386836765631e+18,7.923240508427327e+17,-5.258143744845541e+17
1.4150877828234744e+18,9.3340331840561e+17,-5.897443078846685e+17
1.6397422097647578e+18,1.1126121722812744e+18,-6.763917362149537e+17
1.9029401288020544e+18,1.321986561417509e+18,-8.012277246408663e+17
2.2162540916889303e+18,1.5469709048694124e+18,-9.68343783309494e+17
2.5897984026518666e+18,1.778109069800218e+18,-1.1655600415235023e+18
3.0294684843644273e+18,2.0233412035919483e+18,-1.3703443584514888e+18
3.53726642754334e+18,2.3120293292409503e+18,-1.5657955993311365e+18
4.1156429717402583e+18,2.6850460482017587e+18,-1.7582053041269857e+18
4.774127751110388e+18,3.1737680310488366e+18,-1.9837122197082936e+18
5.534264835468991e+18,3.7800498024901714e+18,-2.2955326579422902e+18
6.428834763566738e+18,4.472577030086835e+18,-2.7348909916944814e+18
7.494295877381423e+18,5.207962545746541e+18,-3.3019781591472246e+18
8.76011626358146e+18,5.969335696392636e+18,-3.948716594286024e+18
1.0242260317705812e+19,6.799754947118788e+18,-4.6061578627719854e+18
1.1947482637207114e+19,7.804098997396902e+18,-5.237844853189738e+18
1.3889319461991084e+19,9.107824407940684e+18,-5.888260050917147e+18
1.6108328848499388e+19,1.078928961493262e+19,-6.688864594224857e+18
1.8683569549596172e+19,1.2827678580308652e+19,-7.803347707293354e+18
2.17245983627352e+19,1.5111044321404545e+19,-9.332905419618525e+18
2.534432488401814e+19,1.7519152191254813e+19,-1.1239154219261073e+19
2.9627583030969692e+19,2.004507355906225e+19,-1.334844706641209e+19
3.461860121642377e+19,2.287868451327931e+19,-1.5462079192859208e+19
4.03444110607237e+19,2.637807634185171e+19,-1.752624092303307e+19
4.687037813149282e+19,3.0913839583310516e+19,-1.9755749679362765e+19
5.4359097765211185e+19,3.6661056571043725e+19,-2.2604756764166062e+19
6.309209869584347e+19,4.3477998210412085e+19,-2.6556102086748668e+19
7.342832426502626e+19,5.099258428632857e+19,-3.182680277130397e+19
8.571219267079037e+19,5.890358505346577e+19,-3.818238441571494e+19
1.0018636899820062e+20,6.734620975323747e+19,-4.503623944094676e+19
1.1697985385845698e+20,7.707392900970745e+19,-5.1856922984179016e+19
1.3621012227030906e+20,8.926286821538847e+19,-5.8684806922587234e+19
1.581667823089077e+20,1.0496215863912846e+20,-6.641205318273207e+19
1.834735236670699e+20,1.244858295260224e+20,-7.65410338671171e+19
2.1310787563934597e+20,1.4718479890892633e+20,-9.04302272439877e+19
2.4822521868796084e+20,1.7190161185750427e+20,-1.0842201845945937e+20
2.8986287085168394e+20,1.9800392511671307e+20,-1.294671589220878e+20
3.3871639696962696e+20,2.2642792687876076e+20,-1.5169662188300884e+20
3.951925759980329e+20,2.5996681908428774e+20,-1.7383709683939744e+20
4.598078548811005e+20,3.0234803351317905e+20,-1.9670413404538064e+20
5.337693119132224e+20,3.5639467364415976e+20,-2.2369442074185685e+20
6.193877891514441e+20,4.223497050311707e+20,-2.5958550464527532e+20
7.199844395609196e+20,4.9768273166316044e+20,-3.07982856013293e+20
8.392203609304763e+20,5.7903814811416494e+20,-3.688772546531352e+20
9.80190133844796e+20,6.656112738065036e+20,-4.381839463721083e+20
1.1449153951925682e+21,7.619406864612044e+20,-5.1028590269431526e+20
1.3347954852254914e+21,8.778724725020324e+20,-5.827095485878053e+20
1.552052748244324e+21,1.0248147905712276e+21,-6.601847224856539e+20
1.801490379039314e+21,1.2098765786942622e+21,-7.548854375086127e+20
2.091430328677258e+21,1.431599857109395e+21,-8.814281437385608e+20
2.432943444821278e+21,1.6810546434264387e+21,-1.0486399715607299e+21
2.8374738303803835e+21,1.9493381766994398e+21,-1.2531940772455873e+21
3.3142060747467307e+21,2.2381074458687732e+21,-1.4805273785769184e+21
3.8691848706908063e+21,2.5664010233021134e+21,-1.7148468874238747e+21
4.507584006572549e+21,2.9675334771034187e+21,-1.953872115219006e+21
5.238667432256212e+21,3.475183201703061e+21,-2.2189899497483136e+21
6.080856472410832e+21,4.1055724514658893e+21,-2.5518155590754307e+21
7.063409309189446e+21,4.84787718449028e+21,-2.995288320635868e+21
8.22261650546884e+21,5.672953425283988e+21,-3.568346613419436e+21
9.593849184070167e+21,6.560220428365988e+21,-4.251050020670635e+21
1.1204387641123639e+22,7.528996838009775e+21,-4.994890774384939e+21
1.3073086202988961e+22,8.652734882820545e+21,-5.759219832330894e+21
1.5219933495279112e+22,1.0040191114435703e+22,-6.555597507768027e+21
1.7682302881771962e+22,1.1786933988716599e+22,-7.469937133226807e+21
2.0528733654986013e+22,1.3923892600670763e+22,-8.638836487843687e+21
2.3859981716459805e+22,1.6400852595090062e+22,-1.0182791719120833e+22
2.7793273097695783e+22,1.9129519031590807e+22,-1.2132072226922787e+22
3.2437009328641575e+22,2.2074714881796673e+22,-1.4398520288594618e+22
3.787289354026997e+22,2.534272770909422e+22,-1.683019104912332e+22
4.416279987523631e+22,2.920105955942778e+22,-1.933644996602712e+22
5.138530984873418e+22,3.3993156321676806e+22,-2.2014623849448384e+22
5.968667255182669e+22,3.9977971413204074e+22,-2.518525970791087e+22
6.931544890186589e+22,4.719042056595804e+22,-2.92802446865265e+22
8.061238681624257e+22,5.543556575295992e+22,-3.4619220660727373e+22
9.395138862153511e+22,6.446772581302091e+22,-4.1204986153487756e+22
1.0966302580796265e+23,7.4285391955368335e+22,-4.869831023777754e+22
1.2799618956053878e+23,8.536388404761083e+22,-5.665275826331491e+22
1.4916434502385432e+23,9.863509504073062e+22,-6.492363995124983e+22
1.7347618971843336e+23,1.151490046440933e+23,-7.400714439636157e+22
2.0148855207582607e+23,1.3556759311982674e+23,-8.503670409667107e+22
2.3408318565294967e+23,1.598177359808885e+23,-9.932835280192554e+22
2.723943118722566e+23,1.8722117880750606e+23,-1.1766729748462836e+23
3.17602094519237e+23,2.1717152611265442e+23,-1.3978560142323766e+23
3.707140021822297e+23,2.5004520467002914e+23,-1.6448952073398814e+23
4.325078803731472e+23,2.8775592224230084e+23,-1.9056506171993225e+23
5.037505830892085e+23,3.33432220303794e+23,-2.1805451503092865e+23
5.856415941981025e+23,3.901791974377956e+23,-2.4908556476290153e+23
6.802498882257292e+23,4.5955706895097605e+23,-2.874960569723453e+23
7.906438063122976e+23,5.40834102252042e+23,-3.3714370908819066e+23
9.205467021549902e+23,6.318507429744266e+23,-3.997348085187206e+23
1.0736538504290081e+24,7.314143423481741e+23,-4.7364514268986753e+23
1.2530498663813664e+24,8.419807441167254e+23,-5.549617972015106e+23
1.461244829058559e+24,9.7075472163608e+23,-6.407332066692345e+23
1.70106770268033e+24,1.1279010593627661e+24,-7.327689718489653e+23
1.977106280255682e+24,1.3222804265191284e+24,-8.393716796984249e+23
2.2968831705901738e+24,1.5571142501921626e+24,-9.730543795212696e+23
2.670896465990939e+24,1.8288474468259573e+24,-1.1446439361183579e+24
3.111223876249857e+24,2.1311972732431104e+24,-1.3570034531047414e+24
3.6293765989308396e+24,2.4631886353992535e+24,-1.6029782242945244e+24
4.234898077418084e+24,2.8366194167895105e+24,-1.8705695982813962e+24
4.936171254663915e+24,3.277318656838392e+24,-2.1539697704532889e+24
5.743769356492466e+24,3.8173214016181935e+24,-2.4642794798268784e+24
6.6749347664105e+24,4.4809131031142087e+24,-2.83191779718805e+24
7.756495442879635e+24,5.273075741527875e+24,-3.2962708812710805e+24
9.023838234277634e+24,6.179957723089131e+24,-3.8861662155568584e+24
1.0515752829187383e+25,7.18527946654255e+24,-4.6028144002816903e+24
1.2268034550923913e+25,8.296060657923401e+24,-5.41893610849639e+24
1.4310693439455827e+25,9.561948432556012e+24,-6.3003444719201e+24
1.6672630515990882e+25,1.1071998243680707e+25,-7.241652042089478e+24
1.9393462945066065e+25,1.2924229176623148e+25,-8.294506887362939e+24
2.2536857687329924e+25,1.5182071999178554e+25,-9.565164406358969e+24
2.6196854284684545e+25,1.7846395441364447e+25,-1.117335790245791e+25
3.049118549874994e+25,2.0869870380393802e+25,-1.3190646130589332e+25
3.5543465284979686e+25,2.4217941966092888e+25,-1.5597852950400325e+25
4.146523530987934e+25,2.7947517425064677e+25,-1.830030735304614e+25
4.835287359123086e+25,3.2251788833417905e+25,-2.120955728576265e+25
5.630858162057858e+25,3.742780108442923e+25,-2.435372017380973e+25
6.548012501151691e+25,4.376665966976781e+25,-2.794480004829767e+25
7.609862523907254e+25,5.142412648612362e+25,-3.2339589960594454e+25
8.84886727881052e+25,6.036354223089372e+25,-3.7889084001784772e+25
1.0303756718089907e+26,7.044017183181358e+25,-4.475291306753473e+25
1.201371244384574e+26,8.16141747383032e+25,-5.280718509305475e+25
1.4013710554428818e+26,9.417975847975645e+25,-6.1747690271017585e+25
1.6335450204708515e+26,1.0884900430812426e+26,-7.137927150913064e+25
1.901570014068497e+26,1.265838192804383e+26,-8.194078836731493e+25
2.2109088869810367e+26,1.4822227566916681e+26,-9.423876794558893e+25
2.5698186149429132e+26,1.741150894264915e+26,-1.0943014242302676e+26
2.989349977445393e+26,2.04053477115661e+26,-1.2850325643203164e+26
3.48212328578207e+26,2.3764761398380124e+26,-1.5174829639536553e+26
4.0605245199575835e+26,2.750337113165749e+26,-1.786142692727301e+26
4.735636415454075e+26,3.175037192350135e+26,-2.0819528685431562e+26
5.518137444659797e+26,3.675755432825441e+26,-2.402022864862203e+26
6.421378620895431e+26,4.282796211479481e+26,-2.758679588482139e+26
7.465332147237098e+26,5.019491646624542e+26,-3.180995796418689e+26
8.679062806598176e+26,5.892699855932316e+26,-3.705277721616825e+26
1.0099738700497538e+27,6.894082097017794e+26,-4.3580641639992576e+26
1.176817166143158e+27,8.015082761233636e+26,-5.1419797997895425e+26
1.372352721682807e+27,9.269348703900689e+26,-6.036142079608042e+26
1.600142258362232e+27,1.0708742751738639e+27,-7.01591893229588e+26
1.8638606848758346e+27,1.241931663750109e+27,-8.084058715540008e+26
2.1683686260880278e+27,1.4494057950967032e+27,-9.294122411936564e+26
2.520879784140369e+27,1.6995549723635132e+27,-1.074656819437689e+27
2.931486971968045e+27,1.9933681607595342e+27,-1.255171387568826e+27
3.4125593839497186e+27,2.3280845741143372e+27,-1.4776624459708963e+27
3.9772213723846856e+27,2.7026745684170847e+27,-1.7410726104946317e+27
4.6379002511182464e+27,3.1246297043458085e+27,-2.0382716212920866e+27
5.40623545010854e+27,3.61356657341206e+27,-2.3634112612533956e+27
6.295089439095583e+27,4.198042370481578e+27,-2.721450352382162e+27
7.322118031461974e+27,4.905859030413073e+27,-3.1335879118547414e+27
8.513056466683431e+27,5.753104679545007e+27,-3.6333180273998676e+27
9.902522340702225e+27,6.739907550196494e+27,-4.253062887295182e+27
1.15313087586191e+28,7.858577913504166e+27,-5.008370092356507e+27
1.3441479076524292e+28,9.1125237287236e+27,-5.890836708421802e+27
1.5672727178480217e+28,1.0535811381077764e+28,-6.878181674552682e+27
1.82637704824603e+28,1.2199439957324704e+28,-7.95996295311855e+27
2.1260155324186336e+28,1.4195714161645748e+28,-9.165322592812804e+27
2.472565867020194e+28,1.6605623217406637e+28,-1.0573136966672565e+28
2.8750991225258064e+28,1.9468528411294588e+28,-1.2291566342758179e+28
3.34535795220415e+28,2.277829887249357e+28,-1.4412524634150567e+28
3.8966964310423386e+28,2.6518520458074703e+28,-1.6967202379655395e+28
4.542582303032658e+28,3.0724657496619337e+28,-1.9916815012608606e+28
5.295814992675606e+28,3.553709304528313e+28,-2.3198028142513733e+28
6.169494803976878e+28,4.120392544754759e+28,-2.6808401217929517e+28
7.179854931096397e+28,4.801633685696264e+28,-3.0882632035638675e+28
8.349758204620433e+28,5.620412363371805e+28,-3.570097893200171e+28
9.710812761760703e+28,6.5858194977005305e+28,-4.160239704086357e+28
1.1302462044317143e+29,7.694943801806466e+28,-4.883698617664494e+28
1.3168174153490194e+29,8.946516140384095e+28,-5.744939748036033e+28
1.5351133656966476e+29,1.0360431860838594e+29,-6.729271202461535e+28
1.7893099721673675e+29,1.1990987249190917e+29,-7.820870883468793e+28
2.083906089297068e+29,1.3922356078927771e+29,-9.029890776788839e+28
2.4246995160451003e+29,1.6244312424800797e+29,-1.0411840279459012e+29
2.819814757294393e+29,1.9020350762408644e+29,-1.206265248370862e+29
3.2801480865746616e+29,2.2270185215582168e+29,-1.4085482010274521e+29
3.8188364506186425e+29,2.598536400583197e+29,-1.654510589787089e+29
4.449974458638869e+29,3.017846686858386e+29,-1.944043026643351e+29
5.187464201529213e+29,3.494165974217055e+29,-2.272241238781879e+29
6.045108724449509e+29,4.04755184900457e+29,-2.636011941042156e+29
7.038538797764367e+29,4.705836285288351e+29,-3.0422838694276534e+29
8.18843374634251e+29,5.496099684745941e+29,-3.512365403295271e+29
9.523399562576486e+29,6.435437668744345e+29,-4.078058466884289e+29
1.108063061440804e+30,7.527923327049653e+29,-4.769837738334717e+29
1.2903570151034488e+30,8.772399603199559e+29,-5.6034465403425865e+29
1.5037832459719438e+30,1.0179264997378694e+30,-6.574593439479061e+29
1.7528452231486806e+30,1.1787159748926324e+30,-7.668669366909661e+29
2.0421661536726302e+30,1.366756456021442e+30,-8.883568232472023e+29
2.3772206651463405e+30,1.5910404660701612e+30,-1.0253341420820036e+30
2.7653563011989107e+30,1.8595688599223693e+30,-1.1855756392192639e+30
3.216552281841935e+30,2.1768401931826101e+30,-1.3793236303686233e+30
3.743392567325981e+30,2.5437325566066784e+30,-1.6153055267298184e+30
4.3601623815441544e+30,2.9607670497853476e+30,-1.897017389387809e+30
5.081624975001015e+30,3.433569711254673e+30,-2.222204991946546e+30
5.922488573774374e+30,3.9773351790338387e+30,-2.587085780421053e+30
6.898430270282858e+30,4.616794305148113e+30,-2.993852958971992e+30
8.028712372981127e+30,5.380396116054154e+30,-3.4570874329605124e+30
9.339297891784407e+30,6.291325292141904e+30,-4.0040760328842446e+30
1.0864688110966645e+31,7.361245325732988e+30,-4.666927318038644e+30
